id,comment,is_representative
317,イラストレーターになりたいと思う人間の夢を、奪わないでほしい。人の絵を盗作した人間がでかい顔してのさばる社会はごめんだ,True
158,せっかく頑張って絵を勉強したのに、どこの誰とも知らない人によって AI に食われるのは、絵を描く人が報われないと思った,False
